iter	Logloss
0	0.6184573493
1	0.5552431667
2	0.4984938786
3	0.4420714397
4	0.3934797145
5	0.342030817
6	0.3033995203
7	0.2698260784
8	0.2415629694
9	0.2115293444
10	0.1873773319
11	0.1638145062
12	0.1456651652
13	0.1298624527
14	0.1161900466
15	0.1023297196
16	0.0904734272
17	0.08100766613
18	0.07238037699
19	0.06476863475
20	0.05780932039
21	0.05193572838
22	0.04656994398
23	0.04248874203
24	0.03835515813
25	0.03453763088
26	0.0311111532
27	0.02819261625
28	0.02560051391
29	0.02340950433
30	0.02115163456
31	0.01905875491
32	0.01732214741
33	0.0156932296
34	0.01433751135
35	0.01301386578
36	0.01173017141
37	0.01075931452
38	0.009787366011
39	0.008908796139
40	0.008182222326
41	0.007538940296
42	0.006927218988
43	0.006395837043
44	0.005928317877
45	0.005567872727
46	0.005199701438
47	0.004899395921
48	0.004551453624
49	0.004247916587
50	0.003955921191
51	0.003732087794
52	0.00348628959
53	0.00329605092
54	0.003105731995
55	0.002934052259
56	0.002770390749
57	0.002660704258
58	0.002562755857
59	0.002463421589
60	0.002335581482
61	0.00222760884
62	0.002108745683
63	0.002010403563
64	0.001926526099
65	0.001852810726
66	0.001790150495
67	0.001725675912
68	0.001679922345
69	0.001624157426
70	0.001571783176
71	0.001513291867
72	0.001468636291
73	0.001414012703
74	0.001361089693
75	0.001320303852
76	0.001282557445
77	0.001247389522
78	0.001209859608
79	0.001176335555
80	0.001147648338
81	0.00111998078
82	0.001081850591
83	0.001052829685
84	0.001020821413
85	0.0009963290599
86	0.0009721964456
87	0.0009530734838
88	0.0009333500977
89	0.0009097015193
90	0.0009097015193
91	0.0008869571606
92	0.0008660021905
93	0.0008424501502
94	0.0008224654522
95	0.0008022966565
96	0.0007810616285
97	0.000766358052
98	0.0007476933157
99	0.0007476899717
100	0.000732361833
101	0.0007323563431
102	0.0007323563431
103	0.0007180680709
104	0.0007180680709
105	0.0007042569696
106	0.0006914782549
107	0.0006785126986
108	0.0006785098777
109	0.0006785067935
110	0.0006785067935
111	0.0006649791735
112	0.0006525300631
113	0.0006347492204
114	0.0006212565484
115	0.0006097895463
116	0.0006097849413
117	0.0006097823929
118	0.0006097796113
119	0.0006097770643
120	0.0006097770643
121	0.000609775276
122	0.0005960598815
123	0.0005960598815
124	0.0005960598815
125	0.0005849408747
126	0.0005728825421
127	0.0005728825421
128	0.0005728825421
129	0.0005728803459
130	0.0005728803459
131	0.0005728758697
132	0.0005728758697
133	0.0005728699461
134	0.0005728647312
135	0.0005728647312
136	0.0005728626376
137	0.0005728584438
138	0.0005728584438
139	0.0005728584438
140	0.0005728544482
141	0.0005728544482
142	0.0005728522807
143	0.0005728499147
144	0.0005610285067
145	0.0005610285067
146	0.0005610285067
147	0.000549649399
148	0.0005496464862
149	0.0005395320935
150	0.0005395287145
151	0.0005395261079
152	0.0005395228057
153	0.0005395228057
154	0.0005395200736
155	0.0005297532271
156	0.0005297532271
157	0.0005297532271
158	0.0005188630938
159	0.0005188630938
160	0.0005188630938
161	0.0005188630938
162	0.0005188605686
163	0.0005188585339
164	0.0005188585339
165	0.0005188585339
166	0.0005188585339
167	0.0005188562675
168	0.0005188562675
169	0.0005188562675
